EkipmanNo,KoruyucuNumarasi,AnaBilimDali,Birim,KoruyucuCinsi,KursunEsdegeri,HizmetYili,Bedeni,KontrolTarihi,Durum,Aciklama,VarsaDemirbasNo,KayitTarih,Barkod,sync_status,updated_at
RKE-YE-46,CER-END-YE-7,Genel Cerrahi ABD,Endoskopi Ünitesi,Yelek - Etek,,2024,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-46; Koruyucu No: CER-END-YE-7; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-YE-47,,Radyoloji ABD,Radyoloji Depo,Yelek - Etek,,2024,XL,,,,,,,clean,
RKE-YE-48,,Radyoloji ABD,Radyoloji Depo,Yelek - Etek,,2024,XL,,,,,,,clean,
RKE-YE-49,,Radyoloji ABD,Radyoloji Depo,Yelek - Etek,,2024,XL,,,,,,,clean,
RKE-YE-5,ANZ-SRV-YE-2,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Yelek - Etek,,2024,S,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-5; Koruyucu No: ANZ-SRV-YE-2; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-YE-50,,Radyoloji ABD,Radyoloji Depo,Yelek - Etek,,2024,XL,,,,,,,clean,
RKE-YE-51,CER-AEND-YE-4,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Yelek - Etek,,2024,XL,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-51; Koruyucu No: CER-AEND-YE-4; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-YE-52,,Radyoloji ABD,Radyoloji Depo,Yelek - Etek,,2024,XL,,,,,,,clean,
RKE-YE-53,CER-AEND-YE-5,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Yelek - Etek,,2024,XL,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-53; Koruyucu No: CER-AEND-YE-5; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-YE-54,,Radyoloji ABD,Radyoloji Depo,Yelek - Etek,,2024,XL,,,,,,,clean,
RKE-YE-55,,Radyoloji ABD,Radyoloji Depo,Yelek - Etek,,2024,XL,,,,,,,clean,
RKE-YE-56,,Radyoloji ABD,Radyoloji Depo,Yelek - Etek,,2024,XL,,,,,,,clean,
RKE-YE-57,,Radyoloji ABD,Radyoloji Depo,Yelek - Etek,,2024,XL,,,,,,,clean,
RKE-YE-58,,Radyoloji ABD,Radyoloji Depo,Yelek - Etek,,2024,XL,,,,,,,clean,
RKE-YE-59,,Radyoloji ABD,Radyoloji Depo,Yelek - Etek,,2024,XL,,,,,,,clean,
RKE-YE-6,ÜRO-END-YE-4,Üroloji ABD,Endoskopi Ünitesi,Yelek - Etek,,2024,S,,,,,,,clean,
RKE-YE-60,CER-AEND-YE-4,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Yelek - Etek,,2019,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-60; Koruyucu No: CER-AEND-YE-4; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-YE-61,CER-AEND-YE-5,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Yelek - Etek,,2019,M,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-61; Koruyucu No: CER-AEND-YE-5; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-YE-62,ANZ-SRV-YE-3,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Yelek - Etek,,2019,M,2026-03-21,Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-62; Koruyucu No: ANZ-SRV-YE-3; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,dirty,
RKE-YE-63,ANZ-SRV-YE-4,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Yelek - Etek,,2019,S,2026-03-21,Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-63; Koruyucu No: ANZ-SRV-YE-4; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,dirty,
RKE-YE-64,ANZ-SRV-YE-5,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Yelek - Etek,,2022,XS,2026-03-21,Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-64; Koruyucu No: ANZ-SRV-YE-5; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,dirty,
RKE-YE-65,ANZ-SRV-YE-6,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Yelek - Etek,,2024,S,2026-03-21,Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-65; Koruyucu No: ANZ-SRV-YE-6; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,dirty,
RKE-YE-66,ANZ-SRV-YE-7,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Yelek - Etek,,2024,M,2026-03-21,Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-66; Koruyucu No: ANZ-SRV-YE-7; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,dirty,
RKE-YE-67,ANZ-SRV-YE-8,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Yelek - Etek,,2024,S,2026-03-21,Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-67; Koruyucu No: ANZ-SRV-YE-8; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,dirty,
RKE-YE-68,ANZ-SRV-YE-9,Anesteziyoloji ve Reanimasyon ABD,Algoloji Servis,Yelek - Etek,,2024,M,2026-03-21,Uygun Değil,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-68; Koruyucu No: ANZ-SRV-YE-9; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,dirty,
RKE-YE-69,NRŞ-AML-YE-1,Beyin ve Sinir Cerrahisi ABD,Ameliyathane,Yelek - Etek,,0,M,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-69; Koruyucu No: NRŞ-AML-YE-1; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-YE-7,CER-AEND-YE,Genel Cerrahi ABD,Acil Endoskopi Ünitesi,Yelek - Etek,,2024,S,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-YE-7; Koruyucu No: CER-AEND-YE; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026,clean,
RKE-YE-8,RAD-ANJ-YE-19,Radyoloji ABD,Anjiografi,Yelek - Etek,,2024,S,,,,,,https://barcode.tec-it.com/barcode.ashx?code=MobileQRCode&data=RKE-GK-13; Koruyucu No: KRD-ANJ-GK-13; Durum: Kullanıma Uygun; Kontrol Tarihi:01/30/2025; Gelecek Kontrol Tarihi:01/31/2026&eclevel=L&dmsize=Default,clean,
RKE-YE-9,,Radyoloji ABD,Radyoloji Depo,Yelek - Etek,,2024,S,,,,,,https://barcode.tec-it.com/barcode.ashx?code=MobileQRCode&data=RKE-GK-14; Koruyucu No: KRD-ANJ-GK-13; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN&eclevel=L&dmsize=Default,clean,
RKE-KG-26,RAD-ANJ-KG-1,Radyoloji ABD,Anjiografi,Kurşun Gözlük,,2025,L,,,,,,https://api.qrserver.com/v1/create-qr-code/?size=150x150&data=RKE-KG-26; Koruyucu No: RAD-ANJ-KG-1; Durum: ; Kontrol Tarihi:; Gelecek Kontrol Tarihi:NaN/NaN/0NaN,clean,
RKE-GK-9,,Cerrahi Tıp Bilimleri,Koroner Anjiografi,Gonad Koruyucu,,2024,STN,2026-02-13,Kullanıma Uygun Değil,,,,,clean,
RKE-PAL-AUTO,BEY-AME-PAL-AUTO,Beyin ve Sinir Cerrahisi ABD,Ameliyathane,Palto (Önlük),0.25 mmPb,2026,,2026-02-04,Kullanıma Uygun,,,,,clean,
RKE-KP-1,FTR-ANJ-KP-1,Fiziksel Tıp ve Rehabilitasyon ABD,Anjiografi,Kurşun Paravan,0.25 mmPb,2026,,,—,—,,,,clean,
